See,Szenario,Jahr,Temperatur
Lower-Lugano,RCP45,2051,15.2
Lower-Lugano,RCP45,2052,14.77
Lower-Lugano,RCP45,2053,14.97
Lower-Lugano,RCP45,2054,15.04
Lower-Lugano,RCP45,2055,15.63
Lower-Lugano,RCP45,2056,15.37
Lower-Lugano,RCP45,2057,15.69
Lower-Lugano,RCP45,2058,15.24
Lower-Lugano,RCP45,2059,15.21
Lower-Lugano,RCP45,2060,15.48
Lower-Lugano,RCP45,2061,15.44
Lower-Lugano,RCP45,2062,16.01
Lower-Lugano,RCP45,2063,15.44
Lower-Lugano,RCP45,2064,15.4
Lower-Lugano,RCP45,2065,15.16
Lower-Lugano,RCP45,2066,15.44
Lower-Lugano,RCP45,2067,15.72
Lower-Lugano,RCP45,2068,14.96
Lower-Lugano,RCP45,2069,15.49
Lower-Lugano,RCP45,2070,15.76
Lower-Lugano,RCP45,2071,15.22
Lower-Lugano,RCP45,2072,15.75
Lower-Lugano,RCP45,2073,15.67
Lower-Lugano,RCP45,2074,15.41
Lower-Lugano,RCP45,2075,15.56
Lower-Lugano,RCP45,2076,15.58
Lower-Lugano,RCP45,2077,15.34
Lower-Lugano,RCP45,2078,15.32
Lower-Lugano,RCP45,2079,15.56
Lower-Lugano,RCP45,2080,15.91
Lower-Lugano,RCP45,2081,15.69
Lower-Lugano,RCP45,2082,15.77
Lower-Lugano,RCP45,2083,15.87
Lower-Lugano,RCP45,2084,15.03
Lower-Lugano,RCP45,2085,15.79
Lower-Lugano,RCP45,2086,15.58
Lower-Lugano,RCP45,2087,15.77
Lower-Lugano,RCP45,2088,15.7
Lower-Lugano,RCP45,2089,15.63
Lower-Lugano,RCP45,2090,15.85
Lower-Lugano,RCP45,2091,15.65
Lower-Lugano,RCP45,2092,15.92
Lower-Lugano,RCP45,2093,15.58
Lower-Lugano,RCP45,2094,15.65
Lower-Lugano,RCP45,2095,15.42
Lower-Lugano,RCP45,2096,15.47
Lower-Lugano,RCP45,2097,15.44
Lower-Lugano,RCP45,2098,15.46
Lower-Lugano,RCP45,2099,15.76
Lower-Lugano,RCP85,1981,13.6
Lower-Lugano,RCP85,1982,13.71
Lower-Lugano,RCP85,1983,13.54
Lower-Lugano,RCP85,1984,13.5
Lower-Lugano,RCP85,1985,13.5
Lower-Lugano,RCP85,1986,13.6
Lower-Lugano,RCP85,1987,13.65
Lower-Lugano,RCP85,1988,13.55
Lower-Lugano,RCP85,1989,13.92
Lower-Lugano,RCP85,1990,14.11
Lower-Lugano,RCP85,1991,13.64
Lower-Lugano,RCP85,1992,14.46
Lower-Lugano,RCP85,1993,13.91
Lower-Lugano,RCP85,1994,13.41
Lower-Lugano,RCP85,1995,14.15
Lower-Lugano,RCP85,1996,14.22
Lower-Lugano,RCP85,1997,14.21
Lower-Lugano,RCP85,1998,14.29
Lower-Lugano,RCP85,1999,14.26
Lower-Lugano,RCP85,2000,14.39
Lower-Lugano,RCP85,2001,14.5
Lower-Lugano,RCP85,2002,14.23
Lower-Lugano,RCP85,2003,14.02
Lower-Lugano,RCP85,2004,14.24
Lower-Lugano,RCP85,2005,14.26
Lower-Lugano,RCP85,2006,14.23
Lower-Lugano,RCP85,2007,14.35
Lower-Lugano,RCP85,2008,14.45
Lower-Lugano,RCP85,2009,14.29
Lower-Lugano,RCP85,2010,14.47
Lower-Lugano,RCP85,2011,14.13
Lower-Lugano,RCP85,2012,14.02
Lower-Lugano,RCP85,2013,14.39
Lower-Lugano,RCP85,2014,14.13
Lower-Lugano,RCP85,2015,14.58
Lower-Lugano,RCP85,2016,14.14
Lower-Lugano,RCP85,2017,14.86
Lower-Lugano,RCP85,2018,14.62
Lower-Lugano,RCP85,2019,14.65
Lower-Lugano,RCP85,2020,14.71
Lower-Lugano,RCP85,2021,14.86
Lower-Lugano,RCP85,2022,14.55
Lower-Lugano,RCP85,2023,14.82
Lower-Lugano,RCP85,2024,14.8
Lower-Lugano,RCP85,2025,15.08
Lower-Lugano,RCP85,2026,14.71
Lower-Lugano,RCP85,2027,14.75
Lower-Lugano,RCP85,2028,14.96
Lower-Lugano,RCP85,2029,15.52
Lower-Lugano,RCP85,2030,14.77
Lower-Lugano,RCP85,2031,14.79
Lower-Lugano,RCP85,2032,14.6
Lower-Lugano,RCP85,2033,14.66
Lower-Lugano,RCP85,2034,14.96
Lower-Lugano,RCP85,2035,14.95
Lower-Lugano,RCP85,2036,14.87
Lower-Lugano,RCP85,2037,15.16
Lower-Lugano,RCP85,2038,15.48
Lower-Lugano,RCP85,2039,15.64
Lower-Lugano,RCP85,2040,15.35
Lower-Lugano,RCP85,2041,15.34
Lower-Lugano,RCP85,2042,15.47
Lower-Lugano,RCP85,2043,15.74
Lower-Lugano,RCP85,2044,15.47
Lower-Lugano,RCP85,2045,15.36
Lower-Lugano,RCP85,2046,15.41
Lower-Lugano,RCP85,2047,15.41
Lower-Lugano,RCP85,2048,15.69
Lower-Lugano,RCP85,2049,15.26
Lower-Lugano,RCP85,2050,15.71
Lower-Lugano,RCP85,2051,15.87
Lower-Lugano,RCP85,2052,15.96
Lower-Lugano,RCP85,2053,15.64
Lower-Lugano,RCP85,2054,15.72
Lower-Lugano,RCP85,2055,15.49
Lower-Lugano,RCP85,2056,15.72
Lower-Lugano,RCP85,2057,16.17
Lower-Lugano,RCP85,2058,16.4
Lower-Lugano,RCP85,2059,15.96
Lower-Lugano,RCP85,2060,15.93
Lower-Lugano,RCP85,2061,16.13
Lower-Lugano,RCP85,2062,16.36
Lower-Lugano,RCP85,2063,16.48
Lower-Lugano,RCP85,2064,16.87
Lower-Lugano,RCP85,2065,16.39
Lower-Lugano,RCP85,2066,16.7
Lower-Lugano,RCP85,2067,16.26
Lower-Lugano,RCP85,2068,16.84
Lower-Lugano,RCP85,2069,16.5
Lower-Lugano,RCP85,2070,16.33
Lower-Lugano,RCP85,2071,16.82
Lower-Lugano,RCP85,2072,16.65
Lower-Lugano,RCP85,2073,16.58
Lower-Lugano,RCP85,2074,16.79
Lower-Lugano,RCP85,2075,16.71
Lower-Lugano,RCP85,2076,17.06
Lower-Lugano,RCP85,2077,16.47
Lower-Lugano,RCP85,2078,17.02
Lower-Lugano,RCP85,2079,16.88
Lower-Lugano,RCP85,2080,17.03
Lower-Lugano,RCP85,2081,17.43
Lower-Lugano,RCP85,2082,17.33
Lower-Lugano,RCP85,2083,17.5
Lower-Lugano,RCP85,2084,17.3
Lower-Lugano,RCP85,2085,17.11
Lower-Lugano,RCP85,2086,17.46
Lower-Lugano,RCP85,2087,17.67
Lower-Lugano,RCP85,2088,17.46
Lower-Lugano,RCP85,2089,17.41
Lower-Lugano,RCP85,2090,17.17
Lower-Lugano,RCP85,2091,17.64
Lower-Lugano,RCP85,2092,17.62
Lower-Lugano,RCP85,2093,18.07
Lower-Lugano,RCP85,2094,17.89
Lower-Lugano,RCP85,2095,17.49
Lower-Lugano,RCP85,2096,17.79
Lower-Lugano,RCP85,2097,17.82
Lower-Lugano,RCP85,2098,18.79
Lower-Lugano,RCP85,2099,18.25
